"Contract / Blanket #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"20-416CMS-BOSS4-P-12708","","Smart Street Lighting","Johnson Controls, Inc.","B","$0.00","CMS - Central Management Services","3PS - Sent","06/27/2018","06/26/2023"
"20-416CMS-BOSS4-P-12545","","Frozen Beef Trim 75% Lean for ICI","Advanced Commodities, Inc.","A","$546,720.00","CMS - Central Management Services","3PS - Sent","10/01/2017","09/30/2023"
"20-416CMS-BOSS4-P-12533","","Fresh Ham for ICI Menard","Advanced Commodities, Inc.","A","$472,335.31","CMS - Central Management Services","3PS - Sent","04/01/2017","06/30/2023"
"20-416CMS-BOSS4-P-12267","","MC Full Color Digital Production Press","SumnerOne, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","09/11/2019","09/10/2023"
"20-416CMS-BOPM4-P-22705","","Janitorial L6285 L6676 Murphysboro","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","12/23/2020","12/22/2023"
"20-416CMS-BOPM4-P-22638","","Pest Control L6735  3925 N Ashland Chi","Chicago Pests LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","12/23/2020","12/22/2024"
"20-416CMS-BOPM4-P-21919","","L6735 Janitorial Chicago 5 Day","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2024"
"20-416CMS-BOPM4-P-20655","","JRTC Elevator Maint and Repair #J0205","PARKWAY ELEVATORS INC.","A","$0.00","CMS - Central Management Services","3PS - Sent","10/31/2020","10/30/2023"
"20-416CMS-BOPM4-P-19985","","Plumbing Southern Region","F.W. Plumbing & Heating, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","09/08/2020","09/07/2023"
"20-416CMS-BOPM4-P-19618","","JPMC Bed Bug Remediation Chicago Area","ABC Humane Wildlife Control & Prevention, Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","09/01/2020","08/31/2023"
"20-416CMS-BOPM4-P-19128","","SUP Janitorial L4424 Chicago","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-BOPM4-P-18555","","JPMC Overhead Door Rep Maint Cook/Collar","United Door and Dock, LLC","A","$12,700.00","CMS - Central Management Services","3PS - Sent","09/08/2020","09/07/2025"
"20-416CMS-BOPM4-P-18474","","SUP Janitorial L4962 Decatur","Macon Resources Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2023"
"20-416CMS-BOPM4-P-18190","","SUP Janitorial L6596 Carpentersville","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-BOPM4-P-18189","","SUP Janitorial L6345 Chicago","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-BOPM4-P-18105","","SUP Janitorial L6699 Moline","Bridgeway Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-BOPM4-P-17902","","SUP Janitorial L5490 DHS Joliet","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-BOPM4-P-17726","","SUP Janitorial L4840 and L6293 Quincy","Transitions of Western Illinois, Inc. ","H","$0.00","CMS - Central Management Services","3PS - Sent","05/13/2020","12/31/2025"
"20-416CMS-BOPM4-P-17618","","Janitorial L5600 Taylorville","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2023"
"20-416CMS-BOPM4-P-17597","","SUP Janitorial L6489 Macomb","Transitions of Western Illinois, Inc. ","H","$0.00","CMS - Central Management Services","3PS - Sent","05/07/2020","12/31/2025"
"20-416CMS-BOPM4-P-17582","","Janitorial L5159 245 W Roosevelt Chicago","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2023"
"20-416CMS-BOPM4-P-17530","","Janitorial L6464 411 N Franklin Danville","Taylor'd JanitorialServices LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2023"
"20-416CMS-BOPM4-P-17502","","Janitorial L5608 301 Date St Gibson City","Dees housecleaning","C","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2023"
"20-416CMS-BOPM4-P-16872","","SUP Janitorial L6657 Freeport","Bridgeway Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2020","08/31/2024"
"20-416CMS-BOPM4-P-16854","","Pest Control G1221  Carmi","Enviro-Tech termite & Pest Control","C","$0.00","CMS - Central Management Services","3PS - Sent","03/27/2020","03/31/2025"
"20-416CMS-BOPM4-P-16710","","Janitorial L3986  250 N Chicago Joliet","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2020","03/31/2025"
"20-416CMS-BOPM4-P-16708","","Janitorial L5894 16 W Cass St Joliet","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2020","03/31/2025"
"20-416CMS-BOPM4-P-16212","","SUP Lawn care L4500 Metropolis","MAP Training Center","H","$0.00","CMS - Central Management Services","3PS - Sent","03/19/2020","02/28/2025"
"20-416CMS-BOPM4-P-16210","","SUP Janitorial L6724 Spfd","Sparc","H","$0.00","CMS - Central Management Services","3PS - Sent","03/25/2020","10/31/2024"
"20-416CMS-BOPM4-P-16130","","Janitorial L0225 323 W Main Havana","A-1 Janitorial Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","03/06/2020","03/31/2025"
"20-416CMS-BOPM4-P-16073","","A0668 Pest Control 313 S. 6th SPI ","American Pest Control, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2020","07/31/2025"
"20-416CMS-BOPM4-P-16066","","Janitorial L6664 Carlinville","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","03/02/2020","02/29/2024"
"20-416CMS-BOPM4-P-16061","","SUP Lawn Care LDC Lincoln","Bridgeway Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2020","02/28/2025"
"20-416CMS-BOPM4-P-16044","","Janitoial L4663 Flora","Delias Cleaning Service","C","$0.00","CMS - Central Management Services","3PS - Sent","03/15/2020","03/14/2024"
"20-416CMS-BOPM4-P-15536","","Z0101 Building Automation IEMA SPI","Bick Group, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","02/18/2020","02/09/2024"
"20-416CMS-BOPM4-P-15341","","Technical/Project Mgmt of JRTC Project","EY","Z","$0.00","CMS - Central Management Services","3PS - Sent","02/05/2020","02/04/2025"
"20-416CMS-BOPM4-P-15124","","SUP Janitorial L3621 Pekin","TCRC, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","01/30/2020","06/30/2024"
"20-416CMS-BOPM4-P-15109","","SUP janitorial L5816 Spfld","Sparc","H","$0.00","CMS - Central Management Services","3PS - Sent","01/30/2020","12/31/2024"
"20-416CMS-BOPM4-P-14965","","A 0668 Janitorial 313 S. 6th Springfield","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2020","07/31/2023"
"20-416CMS-BOPM4-P-14881","","D0700 Janitorial 400 W Wabash, Effingham","Clean As A Whistle, Llc","A","$0.00","CMS - Central Management Services","3PS - Sent","01/09/2020","12/31/2024"
"20-416CMS-BOPM4-P-14571","","G1300 Janitorial DuQuoin","Taylor'd JanitorialServices LLC","A","$0.00","CMS - Central Management Services","3PS - Sent","01/07/2020","12/31/2023"
"20-416CMS-BOPM4-P-14567","","Janitorial L5658 Anna ","Clean As A Whistle, Llc","C","$0.00","CMS - Central Management Services","3PS - Sent","12/13/2019","12/12/2023"
"20-416CMS-BOPM4-P-14293","","Snow Removal G0800 Metamora","Ted Blunier Snow Removal LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2019","11/30/2024"
"20-416CMS-BOPM4-P-14230","","Janitorial L5642 1629 Afton Rd Sycamore","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2020","12/31/2023"
"20-416CMS-BOPM4-P-14208","","Janitorial L6541 Aurora","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2019","09/30/2024"
"20-416CMS-BOPM4-P-14124","","G1121 Janitorial Litchfield","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","12/04/2019","10/31/2024"
"20-416CMS-BOPM4-P-14083","","Janitorial L0763 Belleville","Clean As A Whistle, Llc","C","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2020","12/31/2023"
"20-416CMS-BOPM4-P-14082","","Janitorial L1620 Mattoon","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2020","12/31/2023"
"20-416CMS-BOPM4-P-14081","","Janitorial L1847 Metropolis","A-1 Janitorial Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2020","12/31/2023"
"20-416CMS-BOPM4-P-14076","","Janitorial L4887 LaSalle","McMahon Maintenance Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2020","12/31/2023"
"20-416CMS-BOPM4-P-14060","","Janitorial L5070 Aurora","McMahon Maintenance Inc","A","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2020","12/31/2023"
"20-416CMS-BOPM4-P-13755","","Janitorial L4494 Jerseyville","Clean As A Whistle, Llc","C","$0.00","CMS - Central Management Services","3PS - Sent","11/14/2019","10/31/2023"
"20-416CMS-BOPM4-P-13592","","Janitorial L4191 108 S State Jerseyville","Clean As A Whistle, Llc","C","$0.00","CMS - Central Management Services","3PS - Sent","11/14/2019","10/31/2023"
"20-416CMS-BOPM4-P-13590","","Janitorial L3527 Charleston","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","11/14/2019","10/31/2023"
"20-416CMS-BOPM4-P-13587","","Pest Control L6674 Kewanee","American Pest Control, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","11/14/2019","10/31/2024"
"20-416CMS-BOPM4-P-13544","","Janitorial L6576 2133 Belvidere Waukegan","Clean As A Whistle, Llc","A","$0.00","CMS - Central Management Services","3PS - Sent","11/14/2019","10/31/2024"
"20-416CMS-BOPM4-P-13534","","JPMC Waste Hauling Central","DBA Republic Services of Joliet","A","$1,552,233.25","CMS - Central Management Services","3PS - Sent","01/01/2020","12/31/2023"
"20-416CMS-BOPM4-P-13533","","JPMC Waste Hauling Southern","DBA Republic Services of Joliet","A","$2,798,618.47","CMS - Central Management Services","3PS - Sent","01/01/2020","12/31/2023"
"20-416CMS-BOPM4-P-13532","","JPMC Waste Hauling Northern","DBA Republic Services of Joliet","A","$2,012,920.77","CMS - Central Management Services","3PS - Sent","01/01/2020","12/31/2023"
"20-416CMS-BOPM4-P-13531","","JPMC Waste Hauling Chicago","INDEPENDENT RECYCLING SERVICES, INC.","A","$1,866,610.00","CMS - Central Management Services","3PS - Sent","01/01/2020","12/31/2023"
"20-416CMS-BOPM4-P-13526","","Lawn Care Chicago Medical District","City Escape Garden & Design, LLC","A","$0.00","CMS - Central Management Services","3PS - Sent","11/19/2019","08/31/2024"
"20-416CMS-BOPM4-P-11658","","Pest Control L5588 Melrose Park ","Chicago Pests LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","07/31/2019","07/31/2024"
"20-416CMS-BOPM4-P-11510","","Lawn Care G0510 LaSalle","D & M Landscaping and Excavating, Inc. ","C","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2024"
"20-416CMS-BOPM4-P-11443","","Janitorial L6626 Eastdale Spfld","Building Maintenance Services Co. of Springfield","C","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2019","07/31/2024"
"20-416CMS-BOPM4-P-11422","","Janitorial L4049 Collinsville","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2019","07/31/2024"
"20-416CMS-BOPM4-P-11012","","SUP Janitorial L6562 L6799 Peoria","TCRC, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2024"
"20-416CMS-BOPM4-P-10981","","SUP L5384 113 Newell St Woodstock","Northpointe Resources, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2024"
"20-416CMS-BOPM4-P-10689","","SUP Janitorial J0171 and J0141 Spfld","Sparc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","09/30/2023"
"20-416CMS-BENF4-P-15139","","Edenred Commuter Services","Edenred Commuter Benefit Solutions LLC","B","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2024"
"19-588IEMA-RADSA-P-8707","","EMA - SCBA - ASW","AEC FIRE-SAFETY &SECURITY INC","C","$0.00","EMA - Emergency Management Agency","3PS - Sent","04/18/2019","04/30/2024"
"19-551HDA-HMOWN-P-8808","","Document Custodian Services (Non-Indenture Related)","The Bank of New York Mellon Trust Company, N.A. ","B","$0.00","HDA - Housing Development Authority","3PS - Sent","05/01/2019","04/30/2029"
"19-532EPA-WATER-P-10841","","Total Maximum Daily Loads - FY19","CDM Smith Inc","B","$0.00","EPA - Environmental Protection Agency","3PS - Sent","09/06/2019","12/31/2025"
"19-532EPA-LAND5-P-9886","","HHW - Partners for Waste Paint Solutions","Heritage Environmental Services, LLC","A","$0.00","EPA - Environmental Protection Agency","3PS - Sent","01/01/2019","12/31/2025"
"19-532EPA-LAND5-P-9881","","Hazardous Household Waste - One Day","Heritage Environmental Services, LLC","A","$0.00","EPA - Environmental Protection Agency","3PS - Sent","01/01/2019","12/31/2025"
"19-532EPA-LAND5-P-9880","","Hazardous Educational Waste Program","Heritage Environmental Services, LLC","A","$0.00","EPA - Environmental Protection Agency","3PS - Sent","01/01/2019","12/31/2025"
"19-532EPA-LAND5-P-9878","","HHW Removal - Long Term","Heritage Environmental Services, LLC","A","$0.00","EPA - Environmental Protection Agency","3PS - Sent","01/01/2019","12/31/2025"
"19-532EPA-LAND5-P-9877","","HHW - Medication Takeback Program","Heritage Environmental Services, LLC","A","$0.00","EPA - Environmental Protection Agency","3PS - Sent","01/01/2019","12/31/2025"
"19-532EPA-LAND5-P-6081","","RELPE Sites Statewide Contract","Tetra Tech, Inc.","F","$0.00","EPA - Environmental Protection Agency","3PS - Sent","03/10/2017","01/31/2027"
"19-532EPA-LAND5-P-10504","","Paxton II Landfill","PATRICK ENGINEERING INC","F","$0.00","EPA - Environmental Protection Agency","3PS - Sent","04/14/2016","12/31/2025"
"19-532EPA-FISCP-P-10839","","Corrective Action Contractors ","D.W. Ryckman & Associates, Inc.","B","$0.00","EPA - Environmental Protection Agency","3PS - Sent","07/01/2019","12/31/2028"
"19-532EPA-ADMIN-P-9876","","Indirect Rates and Lab Costs","Maximus Consulting Services, Inc.","B","$0.00","EPA - Environmental Protection Agency","3PS - Sent","02/27/2019","06/30/2023"
"19-524ICC-ICCSP-P-7666","","ICC Spfld Leland Bldg Lease 1561","Leland Building Partners","M","$0.00","ICC - Illinois Commerce Commission","3PS - Sent","02/01/2019","01/31/2024"
"19-510CPOGS-CPOGS-P-5085","","JPMC MA  - NVP Cloud Solutions","SHI International Corp.","M","$35,882,468.99","CPOGS - CPO Office for General Services","3PS - Sent","10/10/2018","09/16/2026"
"19-510CPOGS-CPOGS-P-13310","","JPMC NVP Car Rental Services","The Hertz Corporation","B","$0.00","CPOGS - CPO Office for General Services","3PS - Sent","10/11/2019","05/20/2025"
"19-494DOT-FINAD-P-7795","","Transit Grants Management (TGM) RFP","Panther International","B","$0.00","DOT - Transportation","3PS - Sent","03/29/2019","03/28/2024"
"19-494DOT-FINAD-P-4735","","BIP Lease of Eng Plotters/Scanners","MasterGraphics","A","$0.00","DOT - Transportation","3PS - Sent","10/23/2018","10/22/2023"
"19-494DOT-FINAD-P-3997","","RENEWAL IDOT Aero Pratt & Whitney PT6A-60A Turbine Engine Overhaul, Maintenance and Repaiir","Covington Aircraft Engines, Inc","A","$0.00","DOT - Transportation","3PS - Sent","08/24/2018","06/30/2023"
"19-494DOT-FINAD-P-3725","","D2 Electrical Maintenance and Repair Services","Tri-City Electric Company of Iowa","A","$0.00","DOT - Transportation","3PS - Sent","08/16/2018","06/30/2023"
"19-494DOT-FINAD-P-17500","","Land Acquisition System (LAS) RFP","BEM Systems, Inc","B","$0.00","DOT - Transportation","3PS - Sent","05/04/2020","05/04/2030"
"19-494DOT-FINAD-P-16078","","Budget Development & Analysis RFP IPB#22042068 ","CherryRoad Technologies Inc.","B","$0.00","DOT - Transportation","3PS - Sent","03/02/2020","03/02/2030"
"19-494DOT-FINAD-P-15531","","Specialized Resources RFP - Business Analyst","22ND CENTURY TECHNOLOGIES, INC.","B","$0.00","DOT - Transportation","3PS - Sent","06/01/2020","06/01/2024"
"19-494DOT-FINAD-P-15530","","Specialized Resources RFP - Business Analyst","Diversified Services Network, Inc.","B","$0.00","DOT - Transportation","3PS - Sent","06/01/2020","06/01/2024"
"19-494DOT-FINAD-P-15529","","Specialized Resources RFP - Business Analyst","Marucco, Stoddard, Ferenbach & Walsh, Inc.","B","$0.00","DOT - Transportation","3PS - Sent","06/01/2020","06/01/2024"
"19-494DOT-FINAD-P-14380","","Specialized Project Resources RFP - Project Managers","Marucco, Stoddard, Ferenbach & Walsh, Inc.","B","$0.00","DOT - Transportation","3PS - Sent","01/08/2020","01/07/2024"
"19-494DOT-FINAD-P-14366","","Specialized Project Resources - Quality Assurance Testers RFP (Secondary)","Infojini,Inc.","B","$0.00","DOT - Transportation","3PS - Sent","01/01/2020","12/31/2023"
"19-493ISP-DIREC-P-11589","","ISP Drug Testing Program","Morneau Shepell BDA Limited","B","$0.00","ISP - Illinois State Police","3PS - Sent","07/29/2019","07/28/2023"
"19-493ISP-ADMIN-P-9313","","Keying Services","ACCURATE DATA INC","A","$0.00","ISP - Illinois State Police","3PS - Sent","07/01/2019","06/30/2024"
"19-478HFS-CHSUP-P-5555","","Child Support Modernization PMO","MAXIMUS Human Services, Inc.","B","$0.00","HFS - Healthcare and Family Services","3PS - Sent","01/27/2017","01/26/2026"
"19-466MIL-ARNFF-P-15020","","MIL-Statewide HVAC Services-SE","A & W Plumbing & Heating, Inc.","A","$51,242.02","MIL - Military Affairs","3PS - Sent","02/01/2020","01/31/2025"
"19-466MIL-ARNFF-P-15018","","MIL-Statewide HVAC Services-SE","Loescher Heating and Air Conditioning Co.","A","$43,695.85","MIL - Military Affairs","3PS - Sent","02/01/2020","01/31/2025"
"19-466MIL-ARNFF-P-15017","","MIL-Statewide HVAC Services-SE","Ruyle Mechanical Services Inc","A","$0.00","MIL - Military Affairs","3PS - Sent","02/01/2020","01/31/2025"
"19-466MIL-ARNFF-P-15016","","MIL-Statewide HVAC Services-SE","The Stone Group","A","$0.00","MIL - Military Affairs","3PS - Sent","02/01/2020","01/31/2025"
"19-466MIL-ARNFF-P-15015","","MIL-Statewide HVAC Services-SE","Henson Robinson Company","A","$10,882.00","MIL - Military Affairs","3PS - Sent","02/01/2020","01/31/2025"
"19-458LOT-LOTTE-P-6320","","Lottery System Test/Cert","BMM North America, Inc.","B","$0.00","LOT - Lottery","3PS - Sent","01/01/2019","06/30/2023"
"19-448DOIT-TELEC-P-4351","","Ifiber IRU Fiber Use and Maintenance","Illinois Fiber Resources Group D/B/A iFiber","D","$0.00","DoIT - Department of Innovation and Technology","3PS - Sent","04/01/2014","03/31/2024"
"19-448DOIT-TELEC-P-3057","","DoIT Phones for IDOC","Securus Technologies","A","$0.00","DoIT - Department of Innovation and Technology","3PS - Sent","07/01/2018","06/30/2028"
"19-448DOIT-INFOT-P-9999","","JPMC IFB MobileIron Mobile Device Mgmt","AT&T Mobility National Accounts, LLC","A","$729,443.68","DoIT - Department of Innovation and Technology","3PS - Sent","07/07/2020","07/06/2025"
"19-448DOIT-INFOT-P-5839","","EMC Hardwre, Softwr, Supp/Maint and Srvs","CDW GOVERNMENT LLC","A","$84,297,308.68","DoIT - Department of Innovation and Technology","3PS - Sent","10/16/2018","10/15/2023"
"19-448DOIT-INFOT-P-17680","","JPMC Microsoft LSP Contract","DELL MARKETING LP","A","$154,967,035.75","DoIT - Department of Innovation and Technology","3PS - Sent","07/31/2020","07/30/2024"
"19-448DOIT-ADMIN-P-8450","","FiberOptic OutsidePlant Installation","MEADE, INC.","B","$0.00","DoIT - Department of Innovation and Technology","3PS - Sent","04/29/2019","04/28/2024"
"19-448DOIT-ADMIN-P-6805","","MC Fiber Optic Outside Plant Instal.","JOHN BURNS CONSTRUCTION","B","$1,188,726.36","DoIT - Department of Innovation and Technology","3PS - Sent","02/01/2019","02/01/2024"
"19-448DOIT-ADMIN-P-4622","","JPMC Verizon Wireless Voice, Data, Equip","Cellco Partnership d/b/a Verizon Wireless","B","$267,265.36","DoIT - Department of Innovation and Technology","3PS - Sent","10/03/2019","10/02/2025"
"19-448DOIT-ADMIN-P-3620","","JPMC Language Interpretation Ser-IFB","Propio LS LLC","A","$3.73","DoIT - Department of Innovation and Technology","3PS - Sent","07/01/2018","06/30/2028"
"19-448DOIT-ADMIN-P-3065","","DoIT Infoblox Master","Alert IT Solutions, Inc. ","A","$2,201,285.33","DoIT - Department of Innovation and Technology","3PS - Sent","07/01/2018","06/30/2025"
"19-444DHS-PROCU-P-8256","","BPCSS Prescription Monitoring","Atlantic Associates","B","$0.00","DHS - Human Services","3PS - Sent","06/10/2015","06/30/2023"
"19-444DHS-MIS44-P-8904","","19 WIC EBT","Solutran, Inc.","B","$0.00","DHS - Human Services","3PS - Sent","05/01/2019","04/30/2030"
"19-444DHS-MENTH-P-8361","","Elgin MHC Hospital Sitter Services ","Benford Protection Group","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2018","06/30/2023"
"19-444DHS-MENTH-P-4996","","FY22 HS59 BEN A/C R&M","The Stone Group","A","$6,670.00","DHS - Human Services","3PS - Sent","07/01/2018","06/30/2023"
"19-444DHS-DEVDI-P-7650","","FY22-HS45-DR-Grounds Maintenance","Buss Landscape Company Inc","A","$0.00","DHS - Human Services","3PS - Sent","07/01/2018","06/30/2023"
"19-444DHS-DEVDI-P-7547","","DHS-Ludeman Center Sprinkler & Fire Alarm Contract FY19-21","Shambaugh & Son LP","A","$0.00","DHS - Human Services","3PS - Sent","07/12/2018","06/30/2023"
"19-444DHS-DEVDI-P-6529","","FY22-HS45-DR-Electric Services","Reicher Industries","A","$0.00","DHS - Human Services","3PS - Sent","07/23/2018","06/30/2023"
"19-440DFPR-SECRE-P-8844","","Payday/CILA Loan Database","Veritec Solutions LLC","A","$0.00","FPR - Department of Financial and Professional Regulation","3PS - Sent","07/01/2017","06/30/2023"
"19-440DFPR-ADMIN-P-3291","","Impaired Professional Exam Services","Illinois Professionals Health Program, LLC","B","$0.00","FPR - Department of Financial and Professional Regulation","3PS - Sent","03/01/2018","02/28/2025"
"19-440DFPR-ADMIN-P-3182","","Cemetery Oversight Database","Ramaker & Associates, Inc","B","$0.00","FPR - Department of Financial and Professional Regulation","3PS - Sent","07/01/2017","12/31/2023"
"19-427DES-ADMIN-P-7234","","DES,Moving Services Office Closing","Hillier Storage & Moving Co","A","$0.00","DES - Employment Security","3PS - Sent","07/01/2016","06/30/2024"
"19-427DES-ADMIN-P-7208","","DES - FY18 A/C Maintenance & Repair","JONES ENVIRONMENTAL CONTROL, INC.","A","$0.00","DES - Employment Security","3PS - Sent","07/01/2017","06/30/2026"
"19-426DOC-MUDDY-P-8522","","Energy Management System","Siemens","A","$0.00","DOC - Corrections","3PS - Sent","07/01/2014","06/30/2024"
"19-426DOC-LAWRE-P-6595","","Cable Television Service","Friendship Cable of Texas, Inc.","A","$0.00","DOC - Corrections","3PS - Sent","07/13/2015","06/30/2025"
"19-422DNR-REALT-P-3156","","Clinton Lake Finfrock Farm Lease 2499","Nathan Sasse","A","$0.00","DNR - Natural Resources","3PS - Sent","01/01/2017","12/31/2027"
"19-422DNR-DIREC-P-12663","","CLAY TARGETS for DNR WSRC REBID","LuPare LLC","A","$77,378.70","DNR - Natural Resources","3PS - Sent","10/08/2019","10/07/2024"
"19-416CMS-LEAS4-P-9685","","CMS 6243 NOTICE OF AWARD JACKSONVILLE","Jim Newman Enterprises","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2024"
"19-416CMS-LEAS4-P-9671","","CMS 6110 NOTICE OF AWARD DHS WESTCHESTER","Enterprise Centre LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2019","04/30/2024"
"19-416CMS-LEAS4-P-9496","","CMS - 6050 NOTICE OF AWARD - HARVEY","Ralph Edgar Trust Beneficiary-Ralph Edgar Properties","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2019","04/30/2024"
"19-416CMS-LEAS4-P-9184","","CMS 4643 NOTICE OF AWARD DCFS URBANA","CMH Properties, LLC ","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2019","04/30/2024"
"19-416CMS-LEAS4-P-9143","","CMS 4648 NOTICE OF AWARD DCFS ALTON","Fortitude Holdings LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2014","07/31/2024"
"19-416CMS-LEAS4-P-9118","","CMS 0225 NOTICE OF AWARD DHS HAVANA","Brenda Wolters","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2019","04/30/2024"
"19-416CMS-LEAS4-P-8332","","CMS 6433 NOTICE OF LEASE AWARD DPH SPFLD","Springfield Prairie Properties, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","09/01/2018","08/31/2023"
"19-416CMS-LEAS4-P-7689","","CMS 5821 HFS-DPH-LOT SPRINGFIELD","Don Curtis, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2019","02/29/2024"
"19-416CMS-LEAS4-P-7671","","CMS 4385 DES SPRINGFIELD","Central Iron","M","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2019","02/29/2024"
"19-416CMS-LEAS4-P-7254","","CMS 6469 DHS WAUKEGAN","Klairmont Family Associates, L.P.","M","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2019","01/31/2024"
"19-416CMS-LEAS4-P-7235","","CMS 6640 DHS MAYWOOD","Klairmont Family Associates, L.P.","M","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2019","03/31/2024"
"19-416CMS-LEAS4-P-6793","","CMS 5843 IDES - HFS CHICAGO","601W Sullivan LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","01/21/2019","12/20/2024"
"19-416CMS-LEAS4-P-6494","","CMS 6509 DHS CHICAGO","Pulaski and Chicago Building, L.L.C.","M","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2019","01/31/2024"
"19-416CMS-LEAS4-P-6354","","CMS - 4916 -DHS - ELGIN","slack ladenberger investments","M","$0.00","CMS - Central Management Services","3PS - Sent","12/11/2018","12/10/2023"
"19-416CMS-LEAS4-P-6318","","CMS 6478 DHS KANKAKEE","Homestar Bank & Financial Services","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2018","11/30/2028"
"19-416CMS-LEAS4-P-6309","","CMS 6677 DNR CARTERVILLE","John and Janice McConnaughy","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2018","11/30/2028"
"19-416CMS-LEAS4-P-6287","","CMS 6462 DHS CHARLESTON","bjd properties llc","M","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
